,ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,AgeRange,SourceName,CountValue,Year
316490,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,BERWYN,1923-11-04,1923-11-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
314175,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,BLUE ISLAND,1923-07-15,1923-07-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
54242,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,CHICAGO,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,32,1941
313599,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,CHICAGO HEIGHTS,1922-01-15,1922-01-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
313789,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,CICERO,1934-01-07,1934-01-13,0-130,US Nationally Notifiable Disease Surveillance System,0,1934
276196,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,EVANSTON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
304291,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,COOK COUNTY,OAK PARK,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
285667,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,FULTON COUNTY,CANTON,1919-04-27,1919-05-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1919
310515,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,HENRY COUNTY,KEWANEE,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
296140,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,JACKSON COUNTY,MURPHYSBORO,1923-12-09,1923-12-15,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
226530,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,KANE COUNTY,AURORA,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
166343,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,KANE COUNTY,ELGIN,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
276086,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,KANKAKEE COUNTY,KANKAKEE,1921-03-20,1921-03-26,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
262988,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,KNOX COUNTY,GALESBURG,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
276069,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,LASALLE COUNTY,STREATOR,1918-08-11,1918-08-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
242748,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MACON COUNTY,DECATUR,1923-01-21,1923-01-27,0-130,US Nationally Notifiable Disease Surveillance System,5,1923
276846,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MADISON COUNTY,ALTON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
311226,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MADISON COUNTY,GRANITE CITY,1920-01-18,1920-01-24,0-130,US Nationally Notifiable Disease Surveillance System,2,1920
296050,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MARION COUNTY,CENTRALIA,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
285788,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MCLEAN COUNTY,BLOOMINGTON,1923-02-18,1923-02-24,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
199522,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,MORGAN COUNTY,JACKSONVILLE,1923-02-18,1923-02-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
255935,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,PEORIA COUNTY,PEORIA,1932-01-10,1932-01-16,0-130,US Nationally Notifiable Disease Surveillance System,0,1932
285172,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,ROCK ISLAND COUNTY,MOLINE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
123369,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,ROCK ISLAND COUNTY,ROCK ISLAND,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
202350,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,SANGAMON COUNTY,SPRINGFIELD,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
263956,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,STEPHENSON COUNTY,FREEPORT,1923-02-18,1923-02-24,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
189274,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,TAZEWELL COUNTY,PEKIN,1922-03-12,1922-03-18,0-130,US Nationally Notifiable Disease Surveillance System,1,1922
195184,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,VERMILION COUNTY,DANVILLE,1923-02-25,1923-03-03,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
313804,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WARREN COUNTY,MONMOUTH,1920-02-08,1920-02-14,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
198527,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WHITESIDE COUNTY,STERLING,1896-02-23,1896-02-29,0-130,US Nationally Notifiable Disease Surveillance System,1,1896
272281,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WILL COUNTY,JOLIET,1918-03-31,1918-04-06,0-130,US Nationally Notifiable Disease Surveillance System,2,1918
315995,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WILLIAMSON COUNTY,HERRIN,1923-11-04,1923-11-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
259847,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WINNEBAGO COUNTY,ROCKFORD,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
298896,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,ILLINOIS,US-IL,WOODFORD COUNTY,ROANOKE,1911-09-03,1911-09-09,0-130,US Nationally Notifiable Disease Surveillance System,1,1911
293544,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,ALLEN COUNTY,FORT WAYNE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
181786,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,BARTHOLOMEW COUNTY,COLUMBUS,1914-03-08,1914-03-14,0-130,US Nationally Notifiable Disease Surveillance System,2,1914
158516,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,CASS COUNTY,LOGANSPORT,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
311988,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,CLAY COUNTY,BRAZIL,1920-01-25,1920-01-31,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
297251,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,CLINTON COUNTY,FRANKFORT,1923-03-25,1923-03-31,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
263814,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,DELAWARE COUNTY,MUNCIE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
255387,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,ELKHART COUNTY,ELKHART,1921-01-02,1921-01-08,0-130,US Nationally Notifiable Disease Surveillance System,4,1921
302559,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,FAYETTE COUNTY,HARRISBURG,1915-11-21,1915-11-27,0-130,US Nationally Notifiable Disease Surveillance System,1,1915
113590,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,FLOYD COUNTY,NEW ALBANY,1918-01-13,1918-01-19,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
289541,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,GRANT COUNTY,MARION,1921-02-06,1921-02-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
311947,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,GREENE COUNTY,BLOOMFIELD,1918-06-23,1918-06-29,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
305239,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,HENRY COUNTY,NEW CASTLE,1920-03-28,1920-04-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
274631,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,HOWARD COUNTY,KOKOMO,1923-10-14,1923-10-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
313309,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,HUNTINGTON COUNTY,HUNTINGTON,1923-04-01,1923-04-07,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
317248,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,KNOX COUNTY,VINCENNES,1910-01-02,1910-01-08,0-130,US Nationally Notifiable Disease Surveillance System,1,1910
301252,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAKE COUNTY,EAST CHICAGO,1923-04-15,1923-04-21,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
310719,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAKE COUNTY,GARY,1923-07-01,1923-07-07,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
262634,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAKE COUNTY,HAMMOND,1923-03-18,1923-03-24,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
313940,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAPORTE COUNTY,LAPORTE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
179126,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAPORTE COUNTY,MICHIGAN CITY,1923-05-27,1923-06-02,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
297168,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,LAWRENCE COUNTY,BEDFORD,1920-02-08,1920-02-14,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
262400,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MADISON COUNTY,ANDERSON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
262453,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MADISON COUNTY,ELWOOD,1923-04-22,1923-04-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
125695,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,9,1941
305477,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MONROE COUNTY,BLOOMINGTON,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
181935,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MONTGOMERY COUNTY,CRAWFORDSVILLE,1923-07-15,1923-07-21,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
305249,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,SHELBY COUNTY,SHELBYVILLE,1918-04-21,1918-04-27,0-130,US Nationally Notifiable Disease Surveillance System,2,1918
284401,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,TIPPECANOE COUNTY,LAFAYETTE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
81891,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,VANDERBURGH COUNTY,EVANSVILLE,1923-11-11,1923-11-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
226184,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,INDIANA,US-IN,VIGO COUNTY,TERRE HAUTE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
224738,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,WAYNE COUNTY,RICHMOND,1921-02-06,1921-02-12,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
307466,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,BLACK HAWK COUNTY,WATERLOO,1940-10-27,1940-11-02,0-130,US Nationally Notifiable Disease Surveillance System,0,1940
305848,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,CERRO GORDO COUNTY,MASON CITY,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
262714,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,CLINTON COUNTY,CLINTON,1920-09-05,1920-09-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
105598,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,DES MOINES COUNTY,BURLINGTON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
152797,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,DUBUQUE COUNTY,DUBUQUE,1923-02-18,1923-02-24,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
311389,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,JOHNSON COUNTY,IOWA CITY,1923-02-25,1923-03-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
123207,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,LEE COUNTY,KEOKUK,1921-01-09,1921-01-15,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
317246,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,LINN COUNTY,CEDAR RAPIDS,1941-01-26,1941-02-01,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
295192,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,MARSHALL COUNTY,MARSHALLTOWN,1923-04-29,1923-05-05,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
299585,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,MUSCATINE COUNTY,MUSCATINE,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
260083,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,POLK COUNTY,DES MOINES,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
109283,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,POTTAWATTAMIE COUNTY,COUNCIL BLUFFS,1923-02-11,1923-02-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
105721,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,SCOTT COUNTY,DAVENPORT,1940-02-25,1940-03-02,0-130,US Nationally Notifiable Disease Surveillance System,0,1940
168684,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,WAPELLO COUNTY,OTTUMWA,1923-11-04,1923-11-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
310963,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,WEBSTER COUNTY,FORT DODGE,1921-03-20,1921-03-26,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
292178,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,IOWA,US-IA,WOODBURY COUNTY,SIOUX CITY,1940-07-07,1940-07-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1940
257718,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,ALLEN COUNTY,IOLA,1918-04-07,1918-04-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1918
226450,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,ATCHISON COUNTY,ATCHISON,1923-03-11,1923-03-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
224409,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,BOURBON COUNTY,FORT SCOTT,1923-05-27,1923-06-02,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
291586,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,CHEROKEE COUNTY,GALENA,1907-12-22,1907-12-28,0-130,US Nationally Notifiable Disease Surveillance System,1,1907
257715,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,COWLEY COUNTY,ARKANSAS CITY,1921-03-20,1921-03-26,0-130,US Nationally Notifiable Disease Surveillance System,1,1921
251881,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,CRAWFORD COUNTY,PITTSBURG,1922-03-19,1922-03-25,0-130,US Nationally Notifiable Disease Surveillance System,4,1922
241085,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,DICKINSON COUNTY,ABILENE,1899-03-27,1899-04-02,0-130,US Nationally Notifiable Disease Surveillance System,1,1899
251837,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,DOUGLAS COUNTY,LAWRENCE,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
228298,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,HARVEY COUNTY,NEWTON,1909-10-24,1909-10-30,0-130,US Nationally Notifiable Disease Surveillance System,1,1909
289678,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,LABETTE COUNTY,PARSONS,1923-02-04,1923-02-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
167645,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,LEAVENWORTH COUNTY,LEAVENWORTH,1923-01-14,1923-01-20,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
204151,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,LYON COUNTY,EMPORIA,1897-01-10,1897-01-16,0-130,US Nationally Notifiable Disease Surveillance System,1,1897
289894,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,MONTGOMERY COUNTY,COFFEYVILLE,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
296420,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,MONTGOMERY COUNTY,INDEPENDENCE,1920-02-29,1920-03-06,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
305765,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,NEOSHO COUNTY,CHANUTE,1920-01-04,1920-01-10,0-130,US Nationally Notifiable Disease Surveillance System,1,1920
261796,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,RENO COUNTY,HUTCHINSON,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
261828,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,SALINE COUNTY,SALINA,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
228228,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,SEDGWICK COUNTY,WICHITA,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
261693,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KANSAS,US-KS,SHAWNEE COUNTY,TOPEKA,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
243461,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KANSAS,US-KS,WYANDOTTE COUNTY,KANSAS CITY,1923-01-07,1923-01-13,0-130,US Nationally Notifiable Disease Surveillance System,4,1923
313549,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,BOYD COUNTY,ASHLAND,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,2,1941
279405,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,CAMPBELL COUNTY,NEWPORT,1919-02-09,1919-02-15,0-130,US Nationally Notifiable Disease Surveillance System,2,1919
251902,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,DAVIESS COUNTY,OWENSBORO,1923-03-11,1923-03-17,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
259436,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,FAYETTE COUNTY,LEXINGTON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,1,1941
286423,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,HENDERSON COUNTY,HENDERSON,1923-01-28,1923-02-03,0-130,US Nationally Notifiable Disease Surveillance System,1,1923
93879,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,JEFFERSON COUNTY,LOUISVILLE,1941-01-12,1941-01-18,0-130,US Nationally Notifiable Disease Surveillance System,4,1941
255264,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,KENTON COUNTY,COVINGTON,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,3,1941
145288,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,0,UNITED STATES OF AMERICA,US,KENTUCKY,US-KY,MCCRACKEN COUNTY,PADUCAH,1923-04-01,1923-04-07,0-130,US Nationally Notifiable Disease Surveillance System,2,1923
130336,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,CADDO PARISH,SHREVEPORT,1941-01-12,1941-01-18,0-130,US Nationally Notifiable Disease Surveillance System,3,1941
295151,Tuberculosis,56717001,Mycobacterium tuberculosis,1773,1,UNITED STATES OF AMERICA,US,LOUISIANA,US-LA,CALCASIEU PARISH,LAKE CHARLES,1941-01-05,1941-01-11,0-130,US Nationally Notifiable Disease Surveillance System,0,1941
